name,ks_score,ks_sign,p_value,t_test_p_value,diff_means
K13091.RNA.binding_protein_39.,0.721428571429,+,1.76163584165e-07,3.63072955611e-07,2.11867415028e-05
K13195.cold.inducible_RNA.binding_protein.,0.721428571429,+,1.76163584165e-07,1.51916905026e-05,7.5723853389e-05
K01277.dipeptidyl.peptidase_III.,0.721428571429,+,1.76163584165e-07,1.41512240367e-10,0.000159151524591
K01573.oxaloacetate_decarboxylase._gamma_subunit.,0.721428571429,+,1.76163584165e-07,9.53895551483e-06,0.000142725542007
K03940.NADH_dehydrogenase_.ubiquinone._Fe.S_protein_7.,0.721428571429,+,1.76163584165e-07,0.00323256818076,0.000105200951857
K07647.two.component_system._OmpR_family._sensor_histidine_kinase_TorS.,0.721428571429,+,1.76163584165e-07,2.77470973029e-07,0.000193004075542
K07114.N.acetylmuramic_acid_6.phosphate_etherase.,0.721428571429,+,1.76163584165e-07,5.15743326729e-08,0.0028512881091
K09669.alpha.1.3.fucosyltransferase_10.,0.721428571429,+,1.76163584165e-07,0.00181654078983,8.96050406093e-06
K01417.snapalysin.,0.721428571429,+,1.76163584165e-07,4.70356699536e-10,0.000689303197762
K02426.cysteine_desulfuration_protein_SufE.,0.721428571429,+,1.76163584165e-07,2.17789990899e-09,0.000133880358
K03559.biopolymer_transport_protein_ExbD.,0.721428571429,+,1.76163584165e-07,2.16417778083e-11,0.000340996337955
K03671.thioredoxin_1.,0.721428571429,+,1.76163584165e-07,5.70515049076e-10,0.000486143262349
K12538.outer_membrane_protein_HasF.,0.721428571429,+,1.76163584165e-07,0.568599085813,3.74974584802e-06
K00029.malate_dehydrogenase_.oxaloacetate.decarboxylating..NADP...,0.721428571429,+,1.76163584165e-07,6.79884724977e-11,0.000229311745735
K05807.putative_lipoprotein.,0.721428571429,+,1.76163584165e-07,2.77458236209e-11,0.000209460376085
K00950.2.amino.4.hydroxy.6.hydroxymethyldihydropteridine_diphosphokinase.,0.721428571429,+,1.76163584165e-07,6.54903492962e-09,0.000176036331817
K00340.NADH_dehydrogenase_I_subunit_K.,0.721428571429,+,1.76163584165e-07,4.7280563653e-10,0.000109626707536
K01135.arylsulfatase_B.,0.721428571429,+,1.76163584165e-07,1.53137364621e-08,0.000658261515481
K00343.NADH_dehydrogenase_I_subunit_N.,0.721428571429,+,1.76163584165e-07,2.47774167687e-10,0.000127310420945
K08218.MFS_transporter._PAT_family._beta.lactamase_induction_signaltransducer_AmpG.,0.721428571429,+,1.76163584165e-07,3.14418752657e-09,0.000183417702575
K02066.putative_ABC_transport_system_permease_protein.,0.721428571429,+,1.76163584165e-07,4.05356621538e-11,0.000162936233713
K03286.OmpA.OmpF_porin._OOP_family.,0.721428571429,+,1.76163584165e-07,2.95998419317e-09,0.000527773193403
K11537.MFS_transporter._NHS_family._xanthosine_permease.,0.721428571429,+,1.76163584165e-07,5.65625938547e-09,0.000116979765813
K00342.NADH_dehydrogenase_I_subunit_M.,0.721428571429,+,1.76163584165e-07,1.27761266031e-10,0.000121067413461
K13832.3.dehydroquinate_dehydratase_._shikimate_dehydrogenase.,0.721428571429,+,1.76163584165e-07,9.57244266212e-10,2.31115410521e-05
K00208.enoyl..acyl.carrier_protein._reductase_I.,0.721428571429,+,1.76163584165e-07,6.73892098156e-12,0.000137653337794
K10794.D.proline_reductase_.dithiol._PrdB.,0.714285714286,-,2.47550107968e-07,0.00185148502035,-3.30843968852e-05
K02039.phosphate_transport_system_protein.,0.714285714286,-,2.47550107968e-07,1.9085931008e-05,-9.37111297386e-05
K14941..,0.714285714286,-,2.47550107968e-07,0.000860625936006,-1.13212054604e-05
K00198.carbon.monoxide_dehydrogenase_catalytic_subunit.,0.714285714286,-,2.47550107968e-07,6.26177474597e-06,-0.000118763897429
K08166.MFS_transporter._DHA2_family._methylenomycin_A_resistance_protein.,0.714285714286,-,2.47550107968e-07,0.000125999602162,-9.22424558167e-05
K01624.fructose.bisphosphate_aldolase._class_II.,0.714285714286,-,2.47550107968e-07,4.0567289147e-07,-0.00135252224823
K05915.2.4..dihydroxyacetophenone_dioxygenase.,0.714285714286,-,2.47550107968e-07,0.026633300046,-3.36543029989e-05
K11737.D.serine.D.alanine.glycine_transporter.,0.714285714286,-,2.47550107968e-07,0.0824112097446,-0.000155383110549
K00020.3.hydroxyisobutyrate_dehydrogenase.,0.714285714286,-,2.47550107968e-07,1.31992054575e-06,-7.6605003398e-05
K12299.MFS_transporter._ACS_family._probable_galactarate_transporter.,0.714285714286,-,2.47550107968e-07,0.0911211407868,-1.67648606873e-05
K02058.simple_sugar_transport_system_substrate.binding_protein.,0.714285714286,-,2.47550107968e-07,2.99354824526e-07,-0.000226377769368
K02081.DeoR_family_transcriptional_regulator._aga_operon_transcriptionalrepressor.,0.714285714286,-,2.47550107968e-07,6.39384247878e-06,-0.000184669239755
K15777..,0.714285714286,-,2.47550107968e-07,0.0473410532405,-1.67956179948e-05
K13788.phosphate_acetyltransferase.,0.714285714286,-,2.47550107968e-07,0.0113911103653,-0.000120652671217
K13654.GntR_family_transcriptional_regulator._colanic_acid_and_biofilm_genetranscriptional_regulator.,0.714285714286,-,2.47550107968e-07,2.81267837269e-05,-9.7134542675e-05
K07150.5.hydroxyisourate_hydrolase.,0.714285714286,-,2.47550107968e-07,5.81326062405e-07,-0.000125415214663
K03713.MerR_family_transcriptional_regulator._glutamine_synthetaserepressor.,0.714285714286,-,2.47550107968e-07,5.45820863766e-06,-9.55717377336e-05
K10112.maltose.maltodextrin_transport_system_ATP.binding_protein.,0.714285714286,-,2.47550107968e-07,5.46238928923e-07,-0.000263858117
K02763.PTS_system._D.glucosamine.specific_IIA_component.,0.714285714286,-,2.47550107968e-07,1.24038037763e-07,-0.000264720970731
K00963.UTP..glucose.1.phosphate_uridylyltransferase.,0.714285714286,-,2.47550107968e-07,1.04728625076e-11,-0.000755640893956
K03290.MFS_transporter._SHS_family._sialic_acid_transporter.,0.714285714286,-,2.47550107968e-07,0.245331062476,-2.071391946e-05
K07713.two.component_system._NtrC_family._response_regulator_HydG.,0.714285714286,+,2.47550107968e-07,2.49442642223e-10,0.000746658367026
K02014.iron_complex_outermembrane_recepter_protein.,0.714285714286,+,2.47550107968e-07,3.2981134237e-09,0.00492822961804
K06076.long.chain_fatty_acid_transport_protein.,0.714285714286,+,2.47550107968e-07,5.54405543218e-08,0.00017353974576
K12795.suppressor_of_G2_allele_of_SKP1.,0.714285714286,+,2.47550107968e-07,1.78428504795e-09,2.99766219869e-05
K02497.HemX_protein.,0.714285714286,+,2.47550107968e-07,7.31404661595e-07,4.44846332215e-05
K00683.glutaminyl.peptide_cyclotransferase.,0.714285714286,+,2.47550107968e-07,3.69351976721e-09,7.58597233439e-05
K02067.putative_ABC_transport_system_substrate.binding_protein.,0.714285714286,+,2.47550107968e-07,1.35154973293e-09,0.000157053909062
K00350.Na..transporting_NADH.ubiquinone_oxidoreductase_subunit_E.,0.714285714286,+,2.47550107968e-07,4.52291672831e-12,0.000121967446624
K01412.mitochondrial_processing_peptidase.,0.714285714286,+,2.47550107968e-07,7.4472035623e-10,0.000192168837377
K01218.mannan_endo.1.4.beta.mannosidase.,0.714285714286,+,2.47550107968e-07,1.47966259277e-06,0.00016192991663
K02970.small_subunit_ribosomal_protein_S21.,0.714285714286,+,2.47550107968e-07,3.75382766964e-10,0.000138939901797
K14645..,0.714285714286,+,2.47550107968e-07,2.7169673885e-07,0.000124889217568
K07063.mannosyl.3.phosphoglycerate_phosphatase.,0.714285714286,+,2.47550107968e-07,8.84796444487e-07,5.630975867e-05
K01206.alpha.L.fucosidase.,0.714285714286,+,2.47550107968e-07,2.10777553446e-09,0.000535430380295
K11211.3.deoxy.D.manno.octulosonic_acid_kinase.,0.714285714286,+,2.47550107968e-07,2.13431655722e-06,3.73464275621e-05
K01186.sialidase.1.,0.714285714286,+,2.47550107968e-07,6.24048927949e-08,0.000465497797901
K15152..,0.714285714286,+,2.47550107968e-07,1.11468421112e-06,0.000102379969058
K01137.N.acetylglucosamine.6.sulfatase.,0.714285714286,+,2.47550107968e-07,2.84679832043e-08,0.000726469964402
K07310.putative_dimethyl_sulfoxide_reductase_subunit_YnfF.,0.707142857143,-,3.46614433044e-07,0.162573452339,-7.44042886486e-06
K09477.citrate.succinate_antiporter.,0.707142857143,-,3.46614433044e-07,0.615576607375,-6.80960862052e-06
K02808.PTS_system._sucrose.specific_IIA_component.,0.707142857143,-,3.46614433044e-07,1.12986412306e-06,-0.000312941632028
K11201.PTS_system._fructose.specific_IIA.like_component.,0.707142857143,-,3.46614433044e-07,0.943338626754,-4.65896273482e-07
K02192.bacterioferritin.associated_ferredoxin.,0.707142857143,-,3.46614433044e-07,0.0408291533686,-2.76233737643e-05
K11921.LysR_family_transcriptional_regulator.,0.707142857143,-,3.46614433044e-07,1.92503314112e-08,-0.000554313575
K11475.GntR_family_transcriptional_regulator._vanillate_catabolismtranscriptional_regulator.,0.707142857143,-,3.46614433044e-07,3.43078391916e-07,-0.000230494334317
K05799.GntR_family_transcriptional_regulator._transcriptional_repressor_forpyruvate_dehydrogenase_complex.,0.707142857143,-,3.46614433044e-07,3.46869794402e-08,-0.000432604612945
K06148.ATP.binding_cassette._subfamily_C._bacterial.,0.707142857143,-,3.46614433044e-07,2.07112072272e-07,-0.000880424386553
K13527.proteasome.associated_ATPase.,0.707142857143,-,3.46614433044e-07,0.00796355390828,-3.32169142453e-05
K07689.two.component_system._NarL_family._invasion_response_regulator_UvrY.,0.707142857143,+,3.46614433044e-07,9.47425595198e-07,0.000101512755784
K15289..,0.707142857143,+,3.46614433044e-07,1.53514097167e-08,4.03390479671e-05
K01337.lysyl_endopeptidase.,0.707142857143,+,3.46614433044e-07,0.000112702894016,1.39877501541e-05
K08256.phosphatidylinositol_alpha.mannosyltransferase.,0.707142857143,+,3.46614433044e-07,1.11615050514e-09,0.000253684451064
K01196.glycogen_debranching_enzyme.,0.707142857143,+,3.46614433044e-07,1.03730464309e-08,2.44773517094e-05
K01385.thermopsin.,0.707142857143,+,3.46614433044e-07,0.000725903338349,1.64681365062e-05
K00978.glucose.1.phosphate_cytidylyltransferase.,0.707142857143,+,3.46614433044e-07,0.00439723217427,0.000166242630077
K01134.arylsulfatase_A.,0.707142857143,+,3.46614433044e-07,2.49614839884e-07,0.0012007063173
K01132.N.acetylgalactosamine.6.sulfatase.,0.707142857143,+,3.46614433044e-07,2.08284169744e-08,0.000603256950007
K10909.two.component_system._autoinducer_2_sensor_kinase.phosphatase_LuxQ.,0.707142857143,+,3.46614433044e-07,5.63584028942e-06,8.28068675946e-05
K09797.hypothetical_protein.,0.707142857143,+,3.46614433044e-07,9.55986645288e-10,9.85047173499e-05
K09808.lipoprotein.releasing_system_permease_protein.,0.707142857143,+,3.46614433044e-07,1.6585260067e-10,0.000250276061789
K15037..,0.707142857143,+,3.46614433044e-07,2.12615788461e-05,4.62636328749e-05
K03473.erythronate.4.phosphate_dehydrogenase.,0.707142857143,+,3.46614433044e-07,5.43046007253e-08,0.000108545122558
K09527.DnaJ_homolog_subfamily_C_member_7.,0.707142857143,+,3.46614433044e-07,1.00229179182e-06,0.00011720167102
K00183.molybdopterin_oxidoreductase._molybdopterin_binding_subunit.,0.7,-,4.32946003937e-07,0.00169553696266,-6.02360157444e-05
K00437.cytochrome.c3_hydrogenase.,0.7,-,4.32946003937e-07,1.17685836375e-06,-3.4350339252e-05
K11908.sigma.54_specific_transcriptional_regulator.,0.7,-,4.32946003937e-07,0.000329625220295,-1.29906087328e-05
K01739.cystathionine_gamma.synthase.,0.7,-,4.32946003937e-07,2.04679244602e-06,-0.000345262776633
K12529.putative_selenate_reductase_FAD.binding_subunit.,0.7,-,4.32946003937e-07,4.4926329465e-06,-8.5138876471e-05
K15582..,0.7,-,4.32946003937e-07,2.07387466731e-06,-0.000160285622784
K09681.LysR_family_transcriptional_regulator._transcription_activator_ofglutamate_synthase_operon.,0.7,-,4.32946003937e-07,3.94043505909e-10,-0.00054751576272
K03492.GntR_family_transcriptional_regulator.,0.7,-,4.32946003937e-07,0.00154258137264,-0.000108423466822
K11202.PTS_system._fructose.specific_IIB.like_component.,0.7,-,4.32946003937e-07,0.438636383123,-2.16043364991e-05
K02746.PTS_system._N.acetylgalactosamine.specific_IIC_component.,0.7,-,4.32946003937e-07,6.25315982692e-05,-9.07599405518e-05
K03487.LacI_family_transcriptional_regulator._asc_operon_repressor.,0.7,-,4.32946003937e-07,0.000120283304063,-0.000114321849621
K02150.V.type_H..transporting_ATPase_subunit_E.,0.7,-,4.32946003937e-07,0.000167975727662,-0.000290217259084
K02043.GntR_family_transcriptional_regulator._phosphonate_transport_systemregulatory_protein.,0.7,-,4.32946003937e-07,0.0856048651787,-2.84933198354e-05
K00908.Ca2..calmodulin.dependent_protein_kinase.,0.7,+,4.32946003937e-07,3.8546162271e-10,0.00025966776012
K00895.pyrophosphate..fructose.6.phosphate_1.phosphotransferase.,0.7,+,4.32946003937e-07,3.69063622679e-11,0.000124171815459
K03413.two.component_system._chemotaxis_family._response_regulator_CheY.,0.7,+,4.32946003937e-07,1.09930464298e-05,0.000386414771418
K00566.tRNA.specific_2.thiouridylase.,0.7,+,4.32946003937e-07,1.49871722397e-05,0.000190610533599
K05310.ethanolaminephosphotransferase.,0.7,+,4.32946003937e-07,0.0322806460476,4.71877322635e-06
K01415.endothelin.converting_enzyme.,0.7,+,4.32946003937e-07,6.25638883189e-07,5.90699662132e-05
K01284.peptidyl.dipeptidase_Dcp.,0.7,+,4.32946003937e-07,2.96049675847e-12,0.000299438916967
K14382..,0.7,+,4.32946003937e-07,0.00247992570892,1.62547430845e-05
K07796.Cu.I..Ag.I._efflux_system_outer_membrane_protein_CusC.,0.7,+,4.32946003937e-07,5.4207052088e-09,0.00046040406007
K12376.arylsulfatase_K.,0.7,+,4.32946003937e-07,9.27016028897e-06,5.20050912766e-05
K01993.HlyD_family_secretion_protein.,0.7,+,4.32946003937e-07,2.22271223814e-10,0.000262352337459
K03585.membrane_fusion_protein.,0.7,+,4.32946003937e-07,1.17846936939e-09,0.000922041254063
K01282.dipeptidyl_aminopeptidase.,0.7,+,4.32946003937e-07,2.14796974148e-09,0.000107202750254
K00701.cyclomaltodextrin_glucanotransferase.,0.7,+,4.32946003937e-07,4.0610634897e-07,0.000141408810128
K03797.carboxyl.terminal_processing_protease.,0.7,+,4.32946003937e-07,6.21868259263e-10,0.000653935732098
K01199.glucan_endo.1.3.beta.D.glucosidase.,0.7,+,4.32946003937e-07,1.61573538057e-08,0.000199194143133
K07098.lipopolysaccharide_export_system_permease_protein.,0.7,+,4.32946003937e-07,3.4656768347e-08,0.000231669193196
K07289.AsmA_protein.,0.7,+,4.32946003937e-07,3.33610645478e-07,9.09578770021e-05
K02350.DNA_polymerase_zeta_subunit.,0.7,+,4.32946003937e-07,1.0097631509e-08,6.24227884183e-05
K06921.queuosine_biosynthesis_protein_QueC.,0.7,+,4.32946003937e-07,2.36355950174e-05,0.000445744230094
K00330.NADH_dehydrogenase_I_subunit_A.,0.7,+,4.32946003937e-07,8.20027341715e-09,8.87184435941e-05
K01219.agarase.,0.7,+,4.32946003937e-07,0.0744720445231,3.75847842673e-05
K00351.Na..transporting_NADH.ubiquinone_oxidoreductase_subunit_F.,0.7,+,4.32946003937e-07,5.18585304562e-10,0.000100850253219
K09553.stress.induced.phosphoprotein_1.,0.7,+,4.32946003937e-07,7.78787046397e-10,0.000217029655468
K00026.malate_dehydrogenase.,0.7,+,4.32946003937e-07,0.000273381261241,1.25201885292e-05
K15492..,0.7,+,4.32946003937e-07,0.0811176975711,1.01869503973e-05
K12374.arylsulfatase_D.E.F.H.,0.7,+,4.32946003937e-07,5.44622584974e-10,8.59253329351e-05
K00042.2.hydroxy.3.oxopropionate_reductase.,0.692857142857,-,6.02575529585e-07,0.000634012706346,-5.32286142513e-05
K01591.orotidine.5..phosphate_decarboxylase.,0.692857142857,-,6.02575529585e-07,0.0172049147872,-7.2793492003e-05
K07105.lipopolysaccharide_export_system_permease_protein.,0.692857142857,-,6.02575529585e-07,2.66505141208e-08,-0.000132321430106
K08160.MFS_transporter._DHA1_family._multidrug.chloramphenicol_effluxtransport_protein.,0.692857142857,-,6.02575529585e-07,0.00477707876807,-2.79935866729e-05
K13955.zinc.binding_alcohol_dehydrogenase.oxidoreductase.,0.692857142857,-,6.02575529585e-07,0.00831948491459,-3.31989871535e-05
K08154.MFS_transporter._DHA1_family._2.module_integral_membrane_pump_EmrD.,0.692857142857,-,6.02575529585e-07,0.0510541026837,-1.61449137906e-05
K02009.cobalt_transport_protein.,0.692857142857,-,6.02575529585e-07,0.000238599574498,-4.60811167359e-05
K11533.fatty_acid_synthase._bacteria_type.,0.692857142857,-,6.02575529585e-07,0.00559963098771,-3.43904108281e-05
K01304.pyroglutamyl.peptidase.,0.692857142857,-,6.02575529585e-07,5.35196654669e-05,-0.000110873080494
K00190.carbon_monoxide_dehydrogenase_._acetyl.CoA_synthase_subunit_beta.,0.692857142857,-,6.02575529585e-07,7.40576406029e-05,-2.98959082576e-05
K00899.5.methylthioribose_kinase.,0.692857142857,-,6.02575529585e-07,0.000561861974541,-3.05641510746e-05
K11209.GST.like_protein.,0.692857142857,-,6.02575529585e-07,0.217478914077,-9.1833786472e-06
K01564.haloalkane_dehalogenase.,0.692857142857,-,6.02575529585e-07,4.05422739281e-05,-0.000124825662079
K12556.penicillin.binding_protein_2X.,0.692857142857,-,6.02575529585e-07,0.00413793475811,-1.00490249813e-05
K00990..protein.PII._uridylyltransferase.,0.692857142857,-,6.02575529585e-07,0.00685304140402,-4.20678626826e-05
K02786.PTS_system._lactose.specific_IIA_component.,0.692857142857,-,6.02575529585e-07,0.000181813671835,-8.06194637981e-05
K01269.aminopeptidase.,0.692857142857,-,6.02575529585e-07,2.57226732087e-08,-0.000547694161829
K02038.phosphate_transport_system_permease_protein.,0.692857142857,-,6.02575529585e-07,0.000396469315245,-9.44230418088e-05
K00982.glutamate.ammonia.ligase_adenylyltransferase.,0.692857142857,-,6.02575529585e-07,0.00467727528944,-3.271828276e-05
K01952.phosphoribosylformylglycinamidine_synthase.,0.692857142857,-,6.02575529585e-07,0.00726972509824,-0.000123567430138
K01879.glycyl.tRNA_synthetase_beta_chain.,0.692857142857,-,6.02575529585e-07,0.000275051433238,-6.87088825696e-05
K10793.D.proline_reductase_.dithiol._PrdA.,0.692857142857,-,6.02575529585e-07,0.00221208069498,-7.68845302536e-05
K13509.lysophosphatidate_acyltransferase.,0.692857142857,+,6.02575529585e-07,3.61713116505e-06,9.04239667311e-05
K02429.MFS_transporter._FHS_family._L.fucose_permease.,0.692857142857,+,6.02575529585e-07,5.24627714073e-08,0.000527646794408
K08961.chondroitin.sulfate.ABC_endolyase.exolyase.,0.692857142857,+,6.02575529585e-07,0.00393160727507,8.04525903046e-05
K01205.alpha.N.acetylglucosaminidase.,0.692857142857,+,6.02575529585e-07,0.000175867046385,0.000319857405735
K07683.two.component_system._NarL_family._sensor_histidine_kinase_NreB.,0.692857142857,+,6.02575529585e-07,3.0772182062e-07,4.18931681475e-05
K01364.streptopain.,0.692857142857,+,6.02575529585e-07,8.08635257799e-05,8.27729211524e-05
K08587.clostripain.,0.692857142857,+,6.02575529585e-07,1.66721374662e-08,3.91308874597e-05
K05591.ATP.independent_RNA_helicase_DbpA.,0.692857142857,+,6.02575529585e-07,7.91082933924e-09,8.83965479418e-05
K06370.morphogenetic_protein_associated_with_SpoVID.,0.692857142857,+,6.02575529585e-07,2.21735959668e-07,1.50302462297e-05
K00856.adenosine_kinase.,0.692857142857,+,6.02575529585e-07,1.58334711619e-10,0.000164197966156
K12532.RTX_toxin_transporter.,0.692857142857,+,6.02575529585e-07,0.000447621410853,2.64819141805e-05
K03561.biopolymer_transport_protein_ExbB.,0.692857142857,+,6.02575529585e-07,2.93217783989e-11,0.000359601272549
K01238.myrosinase.,0.692857142857,+,6.02575529585e-07,3.25889754304e-08,0.00184275394046
K03248.translation_initiation_factor_eIF.3_subunit_4.,0.692857142857,+,6.02575529585e-07,0.855629833768,1.25862825109e-06
K07037.mannosyl.3.phosphoglycerate_phosphatase.,0.692857142857,+,6.02575529585e-07,1.5458842292e-08,0.000114126667891
K03296.hydrophobic.amphiphilic_exporter.1_.mainly_G._bacteria.._HAE1_family.,0.692857142857,+,6.02575529585e-07,6.22850872682e-10,0.00120060048854
K12524.bifunctional_aspartokinase_._homoserine_dehydrogenase_1.,0.692857142857,+,6.02575529585e-07,5.37844842291e-09,0.000317035723628
K01665.para.aminobenzoate_synthetase_component_I.,0.692857142857,+,6.02575529585e-07,1.02426284868e-08,9.03069102845e-05
K01948.carbamoyl.phosphate_synthase_.ammonia..,0.692857142857,+,6.02575529585e-07,9.44533121498e-10,7.25030953543e-05
K00648.3.oxoacyl..acyl.carrier.protein._synthase_III.,0.692857142857,+,6.02575529585e-07,1.27396229672e-07,0.000176957193103
K09257.NF.kappa.B_inhibitor.like_protein_2.,0.692857142857,+,6.02575529585e-07,7.85069313595e-05,1.00885412345e-05
K13107.RNA.binding_motif_protein._X.linked_2.,0.692857142857,+,6.02575529585e-07,0.0378179789662,1.58314218832e-05
K01138.N.acetylglucosamine.6.sulfatase.,0.692857142857,+,6.02575529585e-07,8.90689735925e-06,0.000927542767668
K05971.sialate_O.acetylesterase.,0.692857142857,+,6.02575529585e-07,5.52975869579e-08,0.000222849901124
K01572.oxaloacetate_decarboxylase._beta_subunit.,0.692857142857,+,6.02575529585e-07,2.31530990155e-08,0.000431526205531
K03654.ATP.dependent_DNA_helicase_RecQ.,0.692857142857,+,6.02575529585e-07,1.41690282363e-08,0.000321403851574
K07696.two.component_system._NarL_family._response_regulator_NreC.,0.692857142857,+,6.02575529585e-07,5.06917975067e-07,0.000217156390144
K01627.2.dehydro.3.deoxyphosphooctonate_aldolase_.KDO_8.P_synthase..,0.692857142857,+,6.02575529585e-07,1.04722050486e-10,0.000122484249083
K13378.NADH_dehydrogenase_I_subunit_C.D.,0.692857142857,+,6.02575529585e-07,5.23888991332e-10,0.000113516096437
K08082.two.component_system._LytT_family._sensor_histidine_kinase_AlgZ.,0.692857142857,+,6.02575529585e-07,1.07840300195e-08,0.000172231353932
K01597.diphosphomevalonate_decarboxylase.,0.685714285714,-,8.35652634423e-07,0.00540351581259,-3.05554649375e-05
K12136.hydrogenase.4_component_A.,0.685714285714,-,8.35652634423e-07,0.0480027232874,-1.66772095564e-05
K06902.MFS_transporter._UMF1_family.,0.685714285714,-,8.35652634423e-07,6.77429581826e-07,-0.000140127095405
K01193.beta.fructofuranosidase.,0.685714285714,-,8.35652634423e-07,6.31476825357e-06,-0.00070459970777
K05796.electron_transport_protein_HydN.,0.685714285714,-,8.35652634423e-07,1.03118227908e-05,-4.5181603355e-05
K10917.PadR_family_transcriptional_regulator._regulatory_protein_AphA.,0.685714285714,-,8.35652634423e-07,0.00153349328234,-1.16020088455e-05
K03856.3.deoxy.7.phosphoheptulonate_synthase.,0.685714285714,-,8.35652634423e-07,2.61878364877e-06,-0.000122489293731
K01628.L.fuculose.phosphate_aldolase.,0.685714285714,-,8.35652634423e-07,4.32808918007e-06,-0.000113161811738
K00611.ornithine_carbamoyltransferase.,0.685714285714,-,8.35652634423e-07,8.19069559888e-08,-0.000241338698436
K00872.homoserine_kinase.,0.685714285714,-,8.35652634423e-07,0.000174798936347,-8.68126846232e-05
K02037.phosphate_transport_system_permease_protein.,0.685714285714,-,8.35652634423e-07,2.16019789993e-06,-0.000127220403273
K02756.PTS_system._beta.glucosides.specific_IIB_component.,0.685714285714,-,8.35652634423e-07,5.2113731431e-06,-4.53268305599e-05
K13638.MerR_family_transcriptional_regulator._Zn.II..responsive_regulatorof_zntA.,0.685714285714,-,8.35652634423e-07,8.03058103524e-07,-0.000414713077602
K00090.gluconate_2.dehydrogenase.,0.685714285714,-,8.35652634423e-07,0.00121103910589,-4.03454844393e-05
K13639.MerR_family_transcriptional_regulator._redox.sensitivetranscriptional_activator_SoxR.,0.685714285714,-,8.35652634423e-07,8.69435269866e-06,-5.74975062354e-05
K15585..,0.685714285714,-,8.35652634423e-07,0.000112718089742,-7.6450594086e-05
K06878.Sep.tRNA.Cys.tRNA_synthetase.,0.685714285714,-,8.35652634423e-07,0.000534034946796,-6.79155535746e-05
K01933.phosphoribosylformylglycinamidine_cyclo.ligase.,0.685714285714,-,8.35652634423e-07,0.00617751840866,-6.26230265134e-05
K00371.nitrate_reductase_1._beta_subunit.,0.685714285714,-,8.35652634423e-07,0.0940727547421,-1.68459351657e-05
K10007.glutamate_transport_system_permease_protein.,0.685714285714,-,8.35652634423e-07,0.000692493415495,-5.41878583781e-05
K13787.geranylgeranyl_diphosphate_synthase._type_I.,0.685714285714,-,8.35652634423e-07,0.000152741124487,-6.47051617989e-05
K05362.UDP.N.acetylmuramoyl.L.alanyl.D.glutamate.L.lysine_ligase.,0.685714285714,-,8.35652634423e-07,1.7918770399e-05,-8.24773206994e-05
K04091.alkanesulfonate_monooxygenase.,0.685714285714,-,8.35652634423e-07,0.109005268231,-1.85654199733e-05
K06608.DeoR_family_transcriptional_regulator._myo.inositol_catabolismoperon_repressor.,0.685714285714,-,8.35652634423e-07,3.21905418766e-05,-7.13063186096e-05
K08296.phosphohistidine_phosphatase.,0.685714285714,-,8.35652634423e-07,0.00358143924825,-5.20431277789e-05
K00845.glucokinase.,0.685714285714,-,8.35652634423e-07,3.2513475352e-05,-0.00150283940354
K10006.glutamate_transport_system_permease_protein.,0.685714285714,-,8.35652634423e-07,0.000356884289164,-6.27534500237e-05
K11531.lsr_operon_transcriptional_repressor.,0.685714285714,-,8.35652634423e-07,0.00136798721043,-3.85507467587e-05
K10796.D.proline_reductase_.dithiol._PrdE.,0.685714285714,-,8.35652634423e-07,0.0025147617336,-3.12175908697e-05
K02651.pilus_assembly_protein_Flp.PilA.,0.685714285714,+,8.35652634423e-07,6.54557912444e-05,4.46549206544e-05
K08717.urea_transporter.,0.685714285714,+,8.35652634423e-07,0.0909749647574,2.23370108493e-05
K01070.S.formylglutathione_hydrolase.,0.685714285714,+,8.35652634423e-07,9.3364981969e-05,0.000139097331618
K15521..,0.685714285714,+,8.35652634423e-07,7.06775745624e-08,0.000244445345923
K07714.two.component_system._NtrC_family._response_regulator_AtoC.,0.685714285714,+,8.35652634423e-07,2.14703445111e-09,0.000507480351225
K00639.glycine_C.acetyltransferase.,0.685714285714,+,8.35652634423e-07,1.01825711901e-09,0.000214564300955
K06204.DnaK_suppressor_protein.,0.685714285714,+,8.35652634423e-07,8.69028532175e-10,9.76120280677e-05
K06896.ATP.dependent_Clp_protease_adaptor_protein_ClpS.,0.685714285714,+,8.35652634423e-07,2.43377871624e-08,0.000451223270206
K06079.copper_homeostasis_protein_.lipoprotein..,0.685714285714,-,8.35652634423e-07,0.971976274426,-5.26469105935e-06
K10843.DNA_excision_repair_protein_ERCC.3.,0.685714285714,+,8.35652634423e-07,2.55209035682e-05,5.85301986413e-05
K00979.3.deoxy.manno.octulosonate_cytidylyltransferase_.CMP.KDO_synthetase..,0.685714285714,+,8.35652634423e-07,2.64384317966e-10,0.000118096353492
K14210.solute_carrier_family_3_.neutral_and_basic_amino_acid_transporter..member_1.,0.685714285714,+,8.35652634423e-07,0.000154516878739,1.55021591573e-05
K03040.DNA.directed_RNA_polymerase_subunit_alpha.,0.685714285714,+,8.35652634423e-07,2.11037288655e-06,0.000433125338516
K01089.imidazoleglycerol.phosphate_dehydratase_._histidinol.phosphatase.,0.685714285714,+,8.35652634423e-07,2.68483122809e-09,0.000101709600356
K09758.aspartate_4.decarboxylase.,0.685714285714,+,8.35652634423e-07,4.87325731532e-05,0.000133963792021
